rep,model,T,tag,acc,macro_f1,ece,nll,brier
0,xgb,1.61573026439087,raw,0.8204889715652405,0.8259286542092898,0.04939058122016686,0.47412505656549997,0.2768729458608348
0,xgb,1.61573026439087,temp_scaled,0.8204889715652405,0.8259286542092898,0.04443577287257063,0.4546422516298179,0.2754151574962142
0,logreg,1.7655091033445736,raw,0.7039596066967845,0.6980799253150587,0.0675137767984102,0.7961088831353854,0.4172638676299942
0,logreg,1.7655091033445736,temp_scaled,0.7039596066967845,0.6980799253150587,0.09346082951308352,0.7396888046399798,0.4190414884076429
1,xgb,1.5228234116422494,raw,0.7746460409019402,0.7636656597571893,0.09589769350477481,0.6128790199766182,0.3488372207358305
1,xgb,1.5228234116422494,temp_scaled,0.7746460409019402,0.7636656597571893,0.046813673508206456,0.5397412381213703,0.33193655021726304
1,logreg,1.6717220626764315,raw,0.6384373361300472,0.6488319053155979,0.08669385329342195,1.1187752381543186,0.46339148869436775
1,logreg,1.6717220626764315,temp_scaled,0.6384373361300472,0.6488319053155979,0.06084580153417252,0.948848710631101,0.46092616261988
2,xgb,1.6304176978035794,raw,0.7654789323939846,0.7451173613099322,0.08661632263929923,0.6159316513217509,0.3573096953028127
2,xgb,1.6304176978035794,temp_scaled,0.7654789323939846,0.7451173613099322,0.04276191068478368,0.5510948464336854,0.3422657833818549
2,logreg,1.6148163939593405,raw,0.6514022490177482,0.6483376846596633,0.0923394359050159,1.2565505521049753,0.4814933002936887
2,logreg,1.6148163939593405,temp_scaled,0.6514022490177482,0.6483376846596633,0.08313753750087396,1.0272242886090406,0.4779446072028405
3,xgb,1.7161762046537248,raw,0.8051445166643618,0.8133269081045362,0.036612573999945164,0.47270357207503166,0.289256685619261
3,xgb,1.7161762046537248,temp_scaled,0.8051445166643618,0.8133269081045362,0.0634209446777697,0.4787771428252162,0.2928283899590256
3,logreg,3.190113057637669,raw,0.631724519430231,0.6711093066333845,0.09396643598078763,1.1809568806196782,0.49174805832806306
3,logreg,3.190113057637669,temp_scaled,0.631724519430231,0.6711093066333845,0.1463822791358902,0.9441376284388842,0.5049760176359054
4,xgb,1.5363227938294435,raw,0.7901660280970626,0.8069601607099604,0.05185403842061646,0.5078284328525559,0.30766163034107136
4,xgb,1.5363227938294435,temp_scaled,0.7901660280970626,0.8069601607099604,0.03201645420849426,0.48930395558297146,0.30335978431204175
4,logreg,2.572257748999084,raw,0.6561941251596424,0.6306928066754316,0.06894458704653457,1.2234207742351786,0.4770847017893165
4,logreg,2.572257748999084,temp_scaled,0.6561941251596424,0.6306928066754316,0.15642270308860828,0.9683188171748731,0.5055322199461418
